job_id,model_name,seed_id,sample_id,original_iptm,original_ptm,actifptm,iptm,ptm,confidence_score,original_confidence_score,ranking_score,original_ranking_score
8fuc_F,af3,1000,9,0.85,0.84,0.8591,0.854,0.8372,0.8547,0.8506,0.9347,0.9306
8fud_C,af3,1,0,0.76,0.93,0.9143,0.7606,0.9301,0.9175,0.7945,0.9425,0.8195
8fud_C,af3,1,1,0.79,0.93,0.9153,0.7931,0.9257,0.9174,0.8196,0.9424,0.8446
8fud_C,af3,1,2,0.79,0.93,0.9157,0.7874,0.9305,0.9187,0.816,0.9437,0.841
8fud_C,af3,1,3,0.77,0.93,0.9169,0.7701,0.9284,0.9192,0.8018,0.9442,0.8268
8fud_C,af3,1,4,0.75,0.93,0.9062,0.7533,0.9279,0.9105,0.7882,0.9355,0.8132
8fud_C,af3,1,5,0.76,0.93,0.9124,0.7582,0.9282,0.9156,0.7922,0.9406,0.8172
8fud_C,af3,1,6,0.78,0.93,0.913,0.779,0.9291,0.9162,0.809,0.9412,0.834
8fud_C,af3,1,7,0.77,0.93,0.9074,0.7693,0.9298,0.9119,0.8014,0.9369,0.8264
8fud_C,af3,1,8,0.77,0.93,0.9162,0.77,0.9281,0.9186,0.8016,0.9436,0.8266
8fud_C,af3,1,9,0.79,0.93,0.9203,0.7899,0.9317,0.9226,0.8183,0.9476,0.8433
8fud_C,af3,2,0,0.75,0.93,0.9293,0.747,0.9272,0.9289,0.783,0.9539,0.808
8fud_C,af3,2,1,0.74,0.93,0.9308,0.736,0.9312,0.9309,0.775,0.9559,0.8
8fud_C,af3,2,2,0.72,0.93,0.9002,0.7192,0.9283,0.9058,0.761,0.9308,0.786
8fud_C,af3,2,3,0.76,0.93,0.9307,0.7601,0.9315,0.9309,0.7944,0.9559,0.8194
8fud_C,af3,2,4,0.73,0.93,0.9204,0.7309,0.9278,0.9219,0.7703,0.9469,0.7953
8fud_C,af3,2,5,0.73,0.93,0.9264,0.7276,0.9291,0.9269,0.7679,0.9519,0.7929
8fud_C,af3,2,6,0.74,0.93,0.9353,0.741,0.9338,0.935,0.7796,0.96,0.8046
8fud_C,af3,2,7,0.73,0.93,0.9249,0.7287,0.9278,0.9255,0.7685,0.9505,0.7935
8fud_C,af3,2,8,0.74,0.93,0.9202,0.7396,0.9279,0.9217,0.7773,0.9467,0.8023
8fud_C,af3,2,9,0.73,0.93,0.9216,0.7334,0.929,0.9231,0.7725,0.9481,0.7975
8fud_C,af3,3,0,0.73,0.93,0.9189,0.7254,0.9268,0.9205,0.7657,0.9455,0.7907
8fud_C,af3,3,1,0.73,0.93,0.9234,0.7257,0.9276,0.9242,0.7661,0.9492,0.7911
8fud_C,af3,3,2,0.71,0.93,0.9193,0.706,0.929,0.9212,0.7506,0.9462,0.7756
8fud_C,af3,3,3,0.77,0.93,0.9346,0.7693,0.9298,0.9336,0.8014,0.9586,0.8264
8fud_C,af3,3,4,0.72,0.93,0.9114,0.722,0.9286,0.9148,0.7633,0.9398,0.7883
8fud_C,af3,3,5,0.73,0.93,0.9102,0.7289,0.9271,0.9136,0.7685,0.9386,0.7935
8fud_C,af3,3,6,0.71,0.93,0.9115,0.7141,0.9303,0.9153,0.7573,0.9403,0.7823
8fud_C,af3,3,7,0.76,0.93,0.9287,0.7553,0.9307,0.9291,0.7904,0.9541,0.8154
8fud_C,af3,3,8,0.77,0.93,0.9325,0.7741,0.9299,0.932,0.8053,0.957,0.8303
8fud_C,af3,3,9,0.74,0.93,0.9239,0.7389,0.9252,0.9242,0.7762,0.9492,0.8012
8fud_C,af3,4,0,0.73,0.93,0.9174,0.7326,0.9318,0.9203,0.7724,0.9453,0.7974
8fud_C,af3,4,1,0.75,0.93,0.9273,0.7517,0.9326,0.9284,0.7879,0.9534,0.8129
8fud_C,af3,4,2,0.76,0.93,0.9171,0.7638,0.9311,0.9199,0.7973,0.9449,0.8223
8fud_C,af3,4,3,0.73,0.93,0.9182,0.7257,0.9323,0.921,0.767,0.946,0.792
8fud_C,af3,4,4,0.71,0.93,0.9071,0.7084,0.9295,0.9116,0.7526,0.9366,0.7776
8fud_C,af3,4,5,0.72,0.93,0.9151,0.7191,0.9303,0.9181,0.7613,0.9431,0.7863
8fud_C,af3,4,6,0.76,0.93,0.918,0.7624,0.9313,0.9207,0.7962,0.9457,0.8212
8fud_C,af3,4,7,0.72,0.93,0.9171,0.7189,0.9274,0.9192,0.7606,0.9442,0.7856
8fud_C,af3,4,8,0.78,0.93,0.9247,0.7773,0.9307,0.9259,0.808,0.9509,0.833
8fud_C,af3,4,9,0.72,0.93,0.9115,0.7194,0.9266,0.9145,0.7608,0.9395,0.7858
8fud_C,af3,5,0,0.7,0.92,0.8995,0.7046,0.9249,0.9046,0.7487,0.9296,0.7737
8fud_C,af3,5,1,0.78,0.93,0.9286,0.776,0.9326,0.9294,0.8073,0.9544,0.8323
8fud_C,af3,5,2,0.75,0.93,0.9242,0.7464,0.9292,0.9252,0.783,0.9502,0.808
8fud_C,af3,5,3,0.77,0.93,0.9267,0.775,0.9302,0.9274,0.806,0.9524,0.831
8fud_C,af3,5,4,0.77,0.93,0.9101,0.7659,0.9259,0.9133,0.7979,0.9383,0.8229
8fud_C,af3,5,5,0.78,0.93,0.9173,0.783,0.9295,0.9197,0.8123,0.9447,0.8373
8fud_C,af3,5,6,0.74,0.93,0.9229,0.7439,0.9295,0.9242,0.781,0.9492,0.806
8fud_C,af3,5,7,0.76,0.92,0.9131,0.7591,0.9237,0.9152,0.792,0.9402,0.817
8fud_C,af3,5,8,0.73,0.92,0.9071,0.7345,0.9247,0.9106,0.7725,0.9356,0.7975
8fud_C,af3,5,9,0.78,0.93,0.9199,0.7768,0.926,0.9211,0.8066,0.9461,0.8316
8fud_C,af3,6,0,0.76,0.93,0.9265,0.7634,0.9296,0.9271,0.7966,0.9521,0.8216
8fud_C,af3,6,1,0.75,0.93,0.9298,0.7518,0.9287,0.9296,0.7872,0.9546,0.8122
8fud_C,af3,6,2,0.73,0.93,0.921,0.7322,0.9306,0.9229,0.7719,0.9479,0.7969
8fud_C,af3,6,3,0.75,0.93,0.9338,0.7469,0.9322,0.9335,0.784,0.9585,0.809
8fud_C,af3,6,4,0.73,0.93,0.9183,0.7265,0.9297,0.9206,0.7671,0.9456,0.7921
8fud_C,af3,6,5,0.77,0.93,0.9284,0.7708,0.9309,0.9289,0.8028,0.9539,0.8278
8fud_C,af3,6,6,0.78,0.93,0.9252,0.7809,0.9295,0.9261,0.8106,0.9511,0.8356
8fud_C,af3,6,7,0.72,0.93,0.9142,0.7245,0.9294,0.9172,0.7655,0.9422,0.7905
8fud_C,af3,6,8,0.75,0.93,0.9234,0.7462,0.9295,0.9246,0.7829,0.9496,0.8079
8fud_C,af3,6,9,0.74,0.93,0.9227,0.7384,0.9322,0.9246,0.7772,0.9496,0.8022
8fud_C,af3,7,0,0.77,0.93,0.919,0.7686,0.9256,0.9203,0.8,0.9453,0.825
8fud_C,af3,7,1,0.75,0.93,0.9103,0.7512,0.9252,0.9133,0.786,0.9383,0.811
8fud_C,af3,7,2,0.76,0.93,0.9175,0.7572,0.9272,0.9194,0.7912,0.9444,0.8162
8fud_C,af3,7,3,0.75,0.93,0.9206,0.7546,0.9293,0.9223,0.7895,0.9473,0.8145
8fud_C,af3,7,4,0.78,0.93,0.9237,0.7768,0.9278,0.9245,0.807,0.9495,0.832
8fud_C,af3,7,5,0.75,0.93,0.9236,0.7509,0.9326,0.9254,0.7872,0.9504,0.8122
8fud_C,af3,7,6,0.77,0.93,0.9199,0.7704,0.9298,0.9219,0.8023,0.9469,0.8273
8fud_C,af3,7,7,0.78,0.93,0.9284,0.7832,0.932,0.9291,0.813,0.9541,0.838
8fud_C,af3,7,8,0.75,0.93,0.9169,0.7547,0.927,0.9189,0.7892,0.9439,0.8142
8fud_C,af3,7,9,0.78,0.94,0.9256,0.7815,0.936,0.9277,0.8124,0.9527,0.8374
8fud_C,af3,8,0,0.79,0.93,0.933,0.7906,0.9278,0.932,0.818,0.957,0.843
8fud_C,af3,8,1,0.79,0.93,0.9307,0.7921,0.9257,0.9297,0.8188,0.9547,0.8438
8fud_C,af3,8,2,0.79,0.93,0.9257,0.7895,0.9253,0.9256,0.8167,0.9506,0.8417
8fud_C,af3,8,3,0.79,0.93,0.9321,0.7886,0.9289,0.9315,0.8167,0.9565,0.8417
8fud_C,af3,8,4,0.78,0.92,0.931,0.7787,0.9211,0.929,0.8072,0.954,0.8322
8fud_C,af3,8,5,0.8,0.93,0.9313,0.7952,0.9276,0.9306,0.8217,0.9556,0.8467
8fud_C,af3,8,6,0.75,0.93,0.9363,0.7472,0.927,0.9344,0.7832,0.9594,0.8082
8fud_C,af3,8,7,0.8,0.93,0.9348,0.7973,0.9289,0.9336,0.8236,0.9586,0.8486
8fud_C,af3,8,8,0.75,0.93,0.9372,0.7518,0.925,0.9348,0.7864,0.9598,0.8114
8fud_C,af3,8,9,0.79,0.93,0.9302,0.791,0.9282,0.9298,0.8184,0.9548,0.8434
8fud_C,af3,9,0,0.75,0.93,0.9267,0.7526,0.9317,0.9277,0.7884,0.9527,0.8134
8fud_C,af3,9,1,0.76,0.93,0.9037,0.7558,0.9314,0.9092,0.7909,0.9342,0.8159
8fud_C,af3,9,2,0.79,0.93,0.9136,0.7862,0.9317,0.9172,0.8153,0.9422,0.8403
8fud_C,af3,9,3,0.73,0.93,0.9243,0.7282,0.9293,0.9253,0.7684,0.9503,0.7934
8fud_C,af3,9,4,0.77,0.93,0.921,0.772,0.9311,0.923,0.8038,0.948,0.8288
8fud_C,af3,9,5,0.77,0.93,0.913,0.7667,0.9312,0.9166,0.7996,0.9416,0.8246
8fud_C,af3,9,6,0.76,0.93,0.9157,0.7649,0.929,0.9184,0.7977,0.9434,0.8227
8fud_C,af3,9,7,0.78,0.93,0.9164,0.7752,0.9304,0.9192,0.8062,0.9442,0.8312
8fud_C,af3,9,8,0.77,0.93,0.9126,0.7739,0.9283,0.9157,0.8048,0.9407,0.8298
8fud_C,af3,9,9,0.7,0.93,0.9103,0.7041,0.9269,0.9136,0.7487,0.9386,0.7737
8fud_C,af3,10,0,0.78,0.93,0.9122,0.7823,0.9293,0.9156,0.8117,0.9406,0.8367
8fud_C,af3,10,1,0.8,0.94,0.917,0.8044,0.936,0.9208,0.8307,0.9458,0.8557
8fud_C,af3,10,2,0.79,0.93,0.9188,0.7861,0.9287,0.9208,0.8146,0.9458,0.8396
8fud_C,af3,10,3,0.78,0.93,0.9232,0.7836,0.9311,0.9248,0.8131,0.9498,0.8381
8fud_C,af3,10,4,0.78,0.93,0.9133,0.7777,0.929,0.9164,0.808,0.9414,0.833
8fud_C,af3,10,5,0.79,0.93,0.9143,0.7909,0.929,0.9172,0.8185,0.9422,0.8435
8fud_C,af3,10,6,0.78,0.93,0.9182,0.7821,0.9302,0.9206,0.8117,0.9456,0.8367
8fud_C,af3,10,7,0.72,0.93,0.8934,0.7219,0.925,0.8997,0.7625,0.9247,0.7875
8fud_C,af3,10,8,0.78,0.93,0.9116,0.7785,0.928,0.9149,0.8084,0.9399,0.8334
8fud_C,af3,10,9,0.79,0.93,0.9157,0.7851,0.9305,0.9187,0.8142,0.9437,0.8392
8fud_C,af3,42,0,0.73,0.93,0.9295,0.7284,0.9289,0.9294,0.7685,0.9544,0.7935
8fud_C,af3,42,1,0.75,0.93,0.9224,0.7522,0.9307,0.9241,0.7879,0.9491,0.8129
8fud_C,af3,42,2,0.75,0.93,0.9352,0.7524,0.9297,0.9341,0.7879,0.9591,0.8129
8fud_C,af3,42,3,0.75,0.93,0.9237,0.749,0.9313,0.9252,0.7855,0.9502,0.8105
8fud_C,af3,42,4,0.71,0.93,0.9179,0.7054,0.9278,0.9199,0.7499,0.9449,0.7749
8fud_C,af3,42,5,0.76,0.93,0.9313,0.7567,0.9317,0.9314,0.7917,0.9564,0.8167
8fud_C,af3,42,6,0.74,0.93,0.9196,0.739,0.9315,0.922,0.7775,0.947,0.8025
8fud_C,af3,42,7,0.74,0.93,0.9097,0.7378,0.9328,0.9143,0.7768,0.9393,0.8018
8fud_C,af3,42,8,0.73,0.93,0.9251,0.7253,0.929,0.9259,0.766,0.9509,0.791
8fud_C,af3,42,9,0.74,0.93,0.9209,0.7441,0.9302,0.9228,0.7813,0.9478,0.8063
8fud_C,af3,777,0,0.78,0.93,0.9299,0.7794,0.9313,0.9302,0.8098,0.9552,0.8348
8fud_C,af3,777,1,0.74,0.93,0.9258,0.7391,0.9284,0.9263,0.777,0.9513,0.802
8fud_C,af3,777,2,0.72,0.93,0.921,0.7228,0.9275,0.9223,0.7637,0.9473,0.7887
8fud_C,af3,777,3,0.74,0.93,0.9187,0.7356,0.9287,0.9207,0.7742,0.9457,0.7992
8fud_C,af3,777,4,0.74,0.93,0.9299,0.7429,0.9266,0.9292,0.7796,0.9542,0.8046
8fud_C,af3,777,5,0.75,0.93,0.9294,0.7522,0.9336,0.9302,0.7885,0.9552,0.8135
8fud_C,af3,777,6,0.75,0.93,0.9243,0.7532,0.9301,0.9255,0.7886,0.9505,0.8136
8fud_C,af3,777,7,0.77,0.93,0.9258,0.77,0.9334,0.9273,0.8027,0.9523,0.8277
8fud_C,af3,777,8,0.72,0.93,0.9173,0.7164,0.9286,0.9196,0.7588,0.9446,0.7838
8fud_C,af3,777,9,0.72,0.93,0.9202,0.724,0.9275,0.9217,0.7647,0.9467,0.7897
8fud_C,af3,25107,0,0.77,0.93,0.918,0.7709,0.9299,0.9204,0.8027,0.9454,0.8277
8fud_C,af3,25107,1,0.73,0.93,0.8932,0.7284,0.9273,0.9,0.7682,0.925,0.7932
8fud_C,af3,25107,2,0.81,0.93,0.9295,0.8071,0.9302,0.9296,0.8317,0.9546,0.8567
8fud_C,af3,25107,3,0.79,0.93,0.9209,0.7856,0.928,0.9223,0.8141,0.9473,0.8391
8fud_C,af3,25107,4,0.77,0.93,0.9129,0.7736,0.9276,0.9158,0.8044,0.9408,0.8294
8fud_C,af3,25107,5,0.79,0.93,0.9233,0.7906,0.9295,0.9245,0.8184,0.9495,0.8434
8fud_C,af3,25107,6,0.74,0.92,0.9055,0.735,0.9249,0.9094,0.773,0.9344,0.798
8fud_C,af3,25107,7,0.76,0.93,0.9216,0.7623,0.9282,0.9229,0.7955,0.9479,0.8205
8fud_C,af3,25107,8,0.8,0.93,0.9258,0.7969,0.9292,0.9265,0.8234,0.9515,0.8484
8fud_C,af3,25107,9,0.8,0.93,0.918,0.7957,0.9319,0.9208,0.8229,0.9458,0.8479
8fud_C,af3,91791,0,0.75,0.93,0.9235,0.7536,0.9304,0.9249,0.789,0.9499,0.814
8fud_C,af3,91791,1,0.73,0.93,0.9145,0.7332,0.928,0.9172,0.7722,0.9422,0.7972
8fud_C,af3,91791,2,0.74,0.93,0.9222,0.7371,0.9298,0.9237,0.7756,0.9487,0.8006
8fud_C,af3,91791,3,0.75,0.93,0.921,0.7527,0.93,0.9228,0.7882,0.9478,0.8132
8fud_C,af3,91791,4,0.78,0.93,0.9293,0.7791,0.9327,0.93,0.8098,0.955,0.8348
8fud_C,af3,91791,5,0.78,0.93,0.9248,0.7798,0.9296,0.9258,0.8098,0.9508,0.8348
8fud_C,af3,91791,6,0.73,0.93,0.9244,0.7334,0.928,0.9251,0.7723,0.9501,0.7973
8fud_C,af3,91791,7,0.77,0.93,0.9276,0.7705,0.9345,0.929,0.8033,0.954,0.8283
8fud_C,af3,91791,8,0.76,0.93,0.9232,0.7612,0.929,0.9244,0.7948,0.9494,0.8198
8fud_C,af3,91791,9,0.74,0.93,0.9212,0.7387,0.9288,0.9227,0.7767,0.9477,0.8017
8fud_C,af3,34897,0,0.79,0.93,0.9225,0.79,0.9288,0.9238,0.8178,0.9488,0.8428
8fud_C,af3,34897,1,0.79,0.93,0.9176,0.7948,0.9319,0.9205,0.8222,0.9455,0.8472
8fud_C,af3,34897,2,0.75,0.93,0.9179,0.7462,0.926,0.9195,0.7822,0.9445,0.8072
8fud_C,af3,34897,3,0.78,0.93,0.9169,0.7815,0.931,0.9197,0.8114,0.9447,0.8364
8fud_C,af3,34897,4,0.74,0.93,0.9142,0.7441,0.9265,0.9167,0.7806,0.9417,0.8056
8fud_C,af3,34897,5,0.74,0.93,0.9091,0.7354,0.9302,0.9133,0.7744,0.9383,0.7994
8fud_C,af3,34897,6,0.79,0.93,0.9221,0.7856,0.9308,0.9238,0.8146,0.9488,0.8396
8fud_C,af3,34897,7,0.78,0.93,0.9165,0.78,0.9299,0.9192,0.81,0.9442,0.835
8fud_C,af3,34897,8,0.8,0.93,0.926,0.797,0.9319,0.9272,0.824,0.9522,0.849
8fud_C,af3,34897,9,0.77,0.93,0.9191,0.7709,0.9296,0.9212,0.8026,0.9462,0.8276
8fud_C,af3,9999,0,0.79,0.93,0.9213,0.7906,0.9341,0.9239,0.8193,0.9489,0.8443
8fud_C,af3,9999,1,0.71,0.93,0.9101,0.7118,0.9257,0.9132,0.7546,0.9382,0.7796
8fud_C,af3,9999,2,0.7,0.93,0.8892,0.7008,0.9256,0.8965,0.7458,0.9215,0.7708
8fud_C,af3,9999,3,0.78,0.93,0.9126,0.7775,0.9296,0.916,0.8079,0.941,0.8329
8fud_C,af3,9999,4,0.78,0.93,0.9146,0.7772,0.9273,0.9171,0.8072,0.9421,0.8322
8fud_C,af3,9999,5,0.76,0.93,0.9142,0.7648,0.9277,0.9169,0.7974,0.9419,0.8224
8fud_C,af3,9999,6,0.8,0.93,0.9229,0.7954,0.9309,0.9245,0.8225,0.9495,0.8475
8fud_C,af3,9999,7,0.7,0.92,0.8692,0.6951,0.9247,0.8803,0.741,0.9053,0.766
8fud_C,af3,9999,8,0.76,0.93,0.9209,0.7634,0.9294,0.9226,0.7966,0.9476,0.8216
8fud_C,af3,9999,9,0.76,0.93,0.9208,0.7573,0.9326,0.9232,0.7924,0.9482,0.8174
8fud_C,af3,100,0,0.72,0.93,0.9099,0.7237,0.9287,0.9137,0.7647,0.9387,0.7897
8fud_C,af3,100,1,0.75,0.93,0.9085,0.7503,0.93,0.9128,0.7862,0.9378,0.8112
8fud_C,af3,100,2,0.72,0.93,0.9013,0.7216,0.9255,0.9061,0.7624,0.9311,0.7874
8fud_C,af3,100,3,0.79,0.93,0.9195,0.786,0.9287,0.9213,0.8145,0.9463,0.8395
8fud_C,af3,100,4,0.78,0.93,0.9113,0.7801,0.9258,0.9142,0.8092,0.9392,0.8342
8fud_C,af3,100,5,0.73,0.93,0.9026,0.7271,0.9285,0.9078,0.7674,0.9328,0.7924
8fud_C,af3,100,6,0.75,0.93,0.9199,0.7499,0.9301,0.9219,0.7859,0.9469,0.8109
8fud_C,af3,100,7,0.78,0.93,0.9162,0.7833,0.9294,0.9188,0.8125,0.9438,0.8375
8fud_C,af3,100,8,0.8,0.93,0.9204,0.7981,0.9325,0.9228,0.825,0.9478,0.85
8fud_C,af3,100,9,0.78,0.93,0.9163,0.7771,0.9305,0.9191,0.8078,0.9441,0.8328
8fud_C,af3,52,0,0.78,0.93,0.9131,0.7792,0.9316,0.9168,0.8097,0.9418,0.8347
8fud_C,af3,52,1,0.76,0.93,0.9209,0.763,0.9298,0.9227,0.7964,0.9477,0.8214
8fud_C,af3,52,2,0.75,0.93,0.907,0.7468,0.9277,0.9111,0.783,0.9361,0.808
8fud_C,af3,52,3,0.8,0.93,0.9149,0.7957,0.932,0.9183,0.823,0.9433,0.848
8fud_C,af3,52,4,0.76,0.93,0.9089,0.7618,0.9254,0.9122,0.7945,0.9372,0.8195
8fud_C,af3,52,5,0.78,0.93,0.9212,0.7837,0.9288,0.9227,0.8127,0.9477,0.8377
8fud_C,af3,52,6,0.77,0.93,0.9178,0.7747,0.9297,0.9202,0.8057,0.9452,0.8307
8fud_C,af3,52,7,0.8,0.93,0.9225,0.8013,0.9326,0.9245,0.8276,0.9495,0.8526
8fud_C,af3,52,8,0.8,0.93,0.9183,0.7955,0.9336,0.9214,0.8231,0.9464,0.8481
8fud_C,af3,52,9,0.78,0.93,0.9139,0.7785,0.9298,0.9171,0.8088,0.9421,0.8338
8fud_C,af3,2025,0,0.75,0.93,0.9023,0.7505,0.9271,0.9073,0.7858,0.9323,0.8108
8fud_C,af3,2025,1,0.75,0.93,0.9045,0.7502,0.9255,0.9087,0.7853,0.9337,0.8103
8fud_C,af3,2025,2,0.78,0.93,0.912,0.7821,0.9288,0.9154,0.8114,0.9404,0.8364
8fud_C,af3,2025,3,0.79,0.93,0.9176,0.7949,0.9292,0.9199,0.8218,0.9449,0.8468
8fud_C,af3,2025,4,0.77,0.93,0.9088,0.7687,0.9253,0.9121,0.8,0.9371,0.825
8fud_C,af3,2025,5,0.78,0.93,0.9117,0.7813,0.9291,0.9152,0.8109,0.9402,0.8359
8fud_C,af3,2025,6,0.78,0.93,0.9186,0.7795,0.9271,0.9203,0.809,0.9453,0.834
8fud_C,af3,2025,7,0.75,0.93,0.9257,0.7505,0.9294,0.9264,0.7863,0.9514,0.8113
8fud_C,af3,2025,8,0.73,0.92,0.8927,0.7331,0.9221,0.8986,0.7709,0.9236,0.7959
8fud_C,af3,2025,9,0.74,0.93,0.9045,0.7425,0.9287,0.9093,0.7797,0.9343,0.8047
8fud_C,af3,1000,0,0.75,0.93,0.9133,0.7479,0.9262,0.9159,0.7836,0.9409,0.8086
8fud_C,af3,1000,1,0.71,0.93,0.9113,0.7072,0.9258,0.9142,0.7509,0.9392,0.7759
8fud_C,af3,1000,2,0.75,0.93,0.9314,0.7538,0.9317,0.9315,0.7894,0.9565,0.8144
8fud_C,af3,1000,3,0.74,0.93,0.9265,0.7354,0.9303,0.9273,0.7744,0.9523,0.7994
8fud_C,af3,1000,4,0.77,0.93,0.9303,0.7663,0.9325,0.9307,0.7995,0.9557,0.8245
8fud_C,af3,1000,5,0.75,0.93,0.9248,0.751,0.9291,0.9257,0.7866,0.9507,0.8116
8fud_C,af3,1000,6,0.77,0.93,0.9332,0.771,0.9323,0.933,0.8033,0.958,0.8283
8fud_C,af3,1000,7,0.73,0.93,0.9259,0.7334,0.9314,0.927,0.773,0.952,0.798
8fud_C,af3,1000,8,0.8,0.94,0.9355,0.7959,0.937,0.9358,0.8241,0.9608,0.8491
8fud_C,af3,1000,9,0.74,0.93,0.9173,0.7353,0.9268,0.9192,0.7736,0.9442,0.7986
8fym_C,af3,1,0,0.86,0.86,0.9831,0.856,0.8625,0.959,0.8573,0.984,0.8823
8fym_C,af3,1,1,0.85,0.86,0.9825,0.8527,0.8623,0.9585,0.8546,0.9835,0.8796
8fym_C,af3,1,2,0.85,0.86,0.9824,0.8531,0.8629,0.9585,0.8551,0.9785,0.8751
8fym_C,af3,1,3,0.85,0.86,0.9822,0.851,0.8613,0.958,0.8531,0.983,0.8781
8fym_C,af3,1,4,0.85,0.86,0.9824,0.8509,0.8585,0.9576,0.8524,0.9776,0.8724
8fym_C,af3,1,5,0.85,0.86,0.9823,0.8518,0.8617,0.9582,0.8538,0.9882,0.8838
8fym_C,af3,1,6,0.85,0.86,0.9823,0.8488,0.8591,0.9577,0.8509,0.9827,0.8759
8fym_C,af3,1,7,0.86,0.87,0.983,0.8583,0.8668,0.9598,0.86,0.9898,0.89
8fym_C,af3,1,8,0.85,0.86,0.9823,0.8487,0.8581,0.9575,0.8506,0.9825,0.8756
8fym_C,af3,1,9,0.86,0.87,0.9828,0.859,0.8653,0.9593,0.8603,0.9843,0.8853
8fym_C,af3,2,0,0.85,0.86,0.9828,0.8514,0.8604,0.9583,0.8532,0.9833,0.8782
8fym_C,af3,2,1,0.84,0.85,0.9821,0.8423,0.8536,0.9564,0.8446,0.9764,0.8646
8fym_C,af3,2,2,0.85,0.86,0.983,0.8543,0.8635,0.9591,0.8561,0.9891,0.8861
8fym_C,af3,2,3,0.85,0.86,0.983,0.8507,0.8609,0.9586,0.8527,0.9786,0.8727
8fym_C,af3,2,4,0.85,0.86,0.9825,0.8501,0.8602,0.958,0.8521,0.983,0.8771
8fym_C,af3,2,5,0.85,0.86,0.9828,0.8525,0.8634,0.9589,0.8547,0.9839,0.8797
8fym_C,af3,2,6,0.85,0.86,0.9832,0.8531,0.8615,0.9589,0.8548,0.9889,0.8848
8fym_C,af3,2,7,0.86,0.87,0.9833,0.857,0.8658,0.9598,0.8588,0.9848,0.8838
8fym_C,af3,2,8,0.85,0.86,0.9827,0.8523,0.8622,0.9586,0.8543,0.9836,0.8793
8fym_C,af3,2,9,0.86,0.87,0.9826,0.8557,0.8653,0.9591,0.8576,0.9841,0.8826
8fym_C,af3,3,0,0.86,0.88,0.9836,0.8648,0.8759,0.9621,0.867,0.9821,0.887
8fym_C,af3,3,1,0.85,0.86,0.9829,0.8513,0.8634,0.959,0.8537,0.979,0.8737
8fym_C,af3,3,2,0.86,0.87,0.9829,0.8611,0.8725,0.9608,0.8634,0.9908,0.8934
8fym_C,af3,3,3,0.87,0.88,0.9835,0.8665,0.8774,0.9623,0.8687,0.9873,0.8937
8fym_C,af3,3,4,0.86,0.87,0.9831,0.858,0.8702,0.9605,0.8604,0.9905,0.8904
8fym_C,af3,3,5,0.86,0.87,0.9832,0.8639,0.8742,0.9614,0.866,0.9864,0.891
8fym_C,af3,3,6,0.86,0.87,0.9834,0.8629,0.8743,0.9616,0.8652,0.9866,0.8902
8fym_C,af3,3,7,0.85,0.86,0.9831,0.8523,0.8635,0.9592,0.8545,0.9842,0.8795
8fym_C,af3,3,8,0.85,0.87,0.9834,0.8548,0.866,0.9599,0.857,0.9849,0.882
8fym_C,af3,3,9,0.86,0.87,0.9829,0.8616,0.8731,0.9609,0.8639,0.9909,0.8939
8fym_C,af3,4,0,0.85,0.86,0.9828,0.853,0.8629,0.9588,0.855,0.9838,0.88
8fym_C,af3,4,1,0.87,0.87,0.9836,0.8654,0.8744,0.9618,0.8672,0.9868,0.8922
8fym_C,af3,4,2,0.86,0.87,0.9832,0.8575,0.8681,0.9602,0.8596,0.9902,0.8896
8fym_C,af3,4,3,0.86,0.87,0.983,0.8615,0.8709,0.9606,0.8634,0.9906,0.8934
8fym_C,af3,4,4,0.86,0.87,0.9836,0.863,0.8729,0.9615,0.865,0.9865,0.89
8fym_C,af3,4,5,0.85,0.86,0.9826,0.8507,0.8618,0.9584,0.8529,0.9884,0.8829
8fym_C,af3,4,6,0.86,0.87,0.9831,0.8605,0.8702,0.9605,0.8624,0.9855,0.8874
8fym_C,af3,4,7,0.87,0.87,0.9838,0.8661,0.8749,0.962,0.8679,0.982,0.8879
8fym_C,af3,4,8,0.86,0.87,0.9834,0.8586,0.8681,0.9603,0.8605,0.9903,0.8905
8fym_C,af3,4,9,0.86,0.87,0.9832,0.8605,0.869,0.9604,0.8622,0.9854,0.8872
8fym_C,af3,5,0,0.85,0.86,0.9823,0.8461,0.8566,0.9572,0.8482,0.9822,0.8732
8fym_C,af3,5,1,0.85,0.86,0.9824,0.8509,0.8598,0.9579,0.8527,0.9829,0.8777
8fym_C,af3,5,2,0.85,0.86,0.9826,0.8518,0.8627,0.9586,0.854,0.9836,0.879
8fym_C,af3,5,3,0.85,0.86,0.9828,0.8483,0.8583,0.9579,0.8503,0.9779,0.8703
8fym_C,af3,5,4,0.85,0.86,0.9829,0.8543,0.8625,0.9588,0.8559,0.9888,0.8859
8fym_C,af3,5,5,0.85,0.86,0.9831,0.8544,0.8632,0.9591,0.8562,0.9891,0.8862
8fym_C,af3,5,6,0.85,0.86,0.9826,0.8521,0.8628,0.9586,0.8542,0.9886,0.8842
8fym_C,af3,5,7,0.85,0.86,0.9828,0.8536,0.8639,0.959,0.8557,0.989,0.8857
8fym_C,af3,5,8,0.74,0.75,0.9836,0.744,0.7473,0.9363,0.7447,0.9663,0.7747
8fym_C,af3,5,9,0.84,0.86,0.9825,0.8443,0.8566,0.9573,0.8468,0.9823,0.8718
